asin,title,author,description,text
1476717516,The marriage trap,Jennifer Probst,"To satisfy his late father’s wishes, hot and single billionaire Michael Conte must find a bride—someone who will fit into his traditional family back home in Italy—and fast, so his engaged sister will be allowed to wed. With no intention of being tied down, Michael “proposes” to fiery, free-spirited photographer Maggie Ryan: if she will play the part of his fiancée during her trip to Milan for a photo shoot, he will keep away from her married best friend, Alexa, and stop making Maggie nuts with their too-close-for- comfort flirtations.

But once in Italy, sexual tension sparks the hottest no-strings- attached arrangement on any continent. Could marriage be the most enticing trap of all?","The marriage trap by Jennifer Probst. To satisfy his late father’s wishes, hot and single billionaire Michael Conte must find a bride—someone who will fit into his traditional family back home in Italy—and fast, so his engaged sister will be allowed to wed. With no intention of being tied down, Michael “proposes” to fiery, free-spirited photographer Maggie Ryan: if she will play the part of his fiancée during her trip to Milan for a photo shoot, he will keep away from her married best friend, Alexa, and stop making Maggie nuts with their too-close-for- comfort flirtations.

But once in Italy, sexual tension sparks the hottest no-strings- attached arrangement on any continent. Could marriage be the most enticing trap of all?"
1476717524,The Marriage Mistake Marriage to a Billionaire,Jennifer Probst,"Topics: Fiction, romance, contemporary, Italy, fiction, Marriage, fiction, Billionaires, Marriage.","The Marriage Mistake Marriage to a Billionaire by Jennifer Probst. Topics: Fiction, romance, contemporary, Italy, fiction, Marriage, fiction, Billionaires, Marriage."
1476718202,Reckless,S. C. Stephens,"""When the band hits it big, Kiera and Kellan must ask themselves: Can their love for each other withstand the constant pressures of superstardom? The friendships they've formed, the new family they've found, and the history they've forged will all play a part in helping them navigate the turbulent waters of the band's exploding popularity. A greedy executive hell-bent on success, a declining pop star looking for an edge, and a media circus that twists lies into truths are just some of the obstacles the lovers will have to overcome if they are going to remain together. Fame comes with a price--but will it cost Kiera and Kellan everything?""--Back cover.","Reckless by S. C. Stephens. ""When the band hits it big, Kiera and Kellan must ask themselves: Can their love for each other withstand the constant pressures of superstardom? The friendships they've formed, the new family they've found, and the history they've forged will all play a part in helping them navigate the turbulent waters of the band's exploding popularity. A greedy executive hell-bent on success, a declining pop star looking for an edge, and a media circus that twists lies into truths are just some of the obstacles the lovers will have to overcome if they are going to remain together. Fame comes with a price--but will it cost Kiera and Kellan everything?""--Back cover."
1476718970,Love Unrehearsed,Tina Reber,"When A-list film actor Ryan Christensen ducked into her pub to escape his screaming fans, never in a million years did Taryn Mitchell think her life was about to change forever. But now, eight months later, after a whirlwind romance, Taryn wakes up in Ryan's Hollywood hotel room to find a diamond to die for on her left ring finger -- and her face splashed across the cover of every gossip magazine. Ryan's very public proposal is catnip to the tabloids, his management team is worried, and Taryn must figure out how a small town girl like her fits into his glittering world. What does it take to make a relationship work amidst telephoto lenses, daily on-set temptations, and jealous fans who will stop at nothing to keep you from walking down the aisle with the man of your dreams? With no script to follow and no chance for a dress rehearsal, Taryn and Ryan will be forced to take the plunge and risk everything to make their love last.","Love Unrehearsed by Tina Reber. When A-list film actor Ryan Christensen ducked into her pub to escape his screaming fans, never in a million years did Taryn Mitchell think her life was about to change forever. But now, eight months later, after a whirlwind romance, Taryn wakes up in Ryan's Hollywood hotel room to find a diamond to die for on her left ring finger -- and her face splashed across the cover of every gossip magazine. Ryan's very public proposal is catnip to the tabloids, his management team is worried, and Taryn must figure out how a small town girl like her fits into his glittering world. What does it take to make a relationship work amidst telephoto lenses, daily on-set temptations, and jealous fans who will stop at nothing to keep you from walking down the aisle with the man of your dreams? With no script to follow and no chance for a dress rehearsal, Taryn and Ryan will be forced to take the plunge and risk everything to make their love last."
1476725365,The marriage bargain,Jennifer Probst,"In order to serve their own selfish needs, struggling bookstore owner Alexa and billionaire Nicholas decide to be in a loveless marriage for only a year, but things get complicated when love grows between them.","The marriage bargain by Jennifer Probst. In order to serve their own selfish needs, struggling bookstore owner Alexa and billionaire Nicholas decide to be in a loveless marriage for only a year, but things get complicated when love grows between them."
147672721X,Being me,Lisa Renee Jones,"Sara McMillan is still searching for Rebecca, the mysterious woman whose dark, erotic journal entries both enthralled and frightened her. Tormented by a strong desire to indulge the demands of her new boss while also drawn deeper into her passionate bond with the troubled artist, Chris Merit, Sara must face a past as deeply haunting as Rebecca's written words. In one man's arms, Sara will find the safe haven to reveal her most intimate secrets and explore her darkest fantasies. But is safety just an illusion, when the truth about Rebecca has yet to be discovered?","Being me by Lisa Renee Jones. Sara McMillan is still searching for Rebecca, the mysterious woman whose dark, erotic journal entries both enthralled and frightened her. Tormented by a strong desire to indulge the demands of her new boss while also drawn deeper into her passionate bond with the troubled artist, Chris Merit, Sara must face a past as deeply haunting as Rebecca's written words. In one man's arms, Sara will find the safe haven to reveal her most intimate secrets and explore her darkest fantasies. But is safety just an illusion, when the truth about Rebecca has yet to be discovered?"
1476727228,Revealing us,Lisa Renee Jones,"The third and final installment in the sexy Inside Out erotic romance trilogy. After an almost certain breakup, Chris responds to Sara's growing fear for her friend Ella, as well as her fear of losing him, by inviting her to Paris. Once in Paris, the mystery of Ella's whereabouts become bigger than either of them expected. The search for Sara's friend will bring to the surface all the feelings Chris has battled over loving and...losing. As Sara and Chris face some of their darkest moments sexually and emotionally, they must figure out if the path they're on will lead to a future they can both embrace.","Revealing us by Lisa Renee Jones. The third and final installment in the sexy Inside Out erotic romance trilogy. After an almost certain breakup, Chris responds to Sara's growing fear for her friend Ella, as well as her fear of losing him, by inviting her to Paris. Once in Paris, the mystery of Ella's whereabouts become bigger than either of them expected. The search for Sara's friend will bring to the surface all the feelings Chris has battled over loving and...losing. As Sara and Chris face some of their darkest moments sexually and emotionally, they must figure out if the path they're on will lead to a future they can both embrace."
1476730091,Beautiful bastard,Christina Lauren,"""An ambitious intern. A perfectionist executive. And a whole lot of name calling. Whip-smart, hardworking, and on her way to an MBA, Chloe Mills has only one problem: her boss, Bennett Ryan. He's exacting, blunt, inconsiderate--and completely irresistible. A Beautiful Bastard. Bennett has returned to Chicago from France to take a vital role in his family's massive media business. He never expected that the assistant who'd been helping him from abroad was the gorgeous, innocently provocative--completely infuriating--creature he now has to see every day. Despite the rumors, he's never been one for a workplace hookup. But Chloe's so tempting he's willing to bend the rules--or outright smash them--if it means he can have her. All over the office As their appetites for one another increase to a breaking point, Bennett and Chloe must decide exactly what they're willing to lose in order to win each other. Originally only available online as The Office by tby789--and garnering over 2 million reads on fanfiction sites--Beautiful Bastard has been extensively updated for re-release. ""--","Beautiful bastard by Christina Lauren. ""An ambitious intern. A perfectionist executive. And a whole lot of name calling. Whip-smart, hardworking, and on her way to an MBA, Chloe Mills has only one problem: her boss, Bennett Ryan. He's exacting, blunt, inconsiderate--and completely irresistible. A Beautiful Bastard. Bennett has returned to Chicago from France to take a vital role in his family's massive media business. He never expected that the assistant who'd been helping him from abroad was the gorgeous, innocently provocative--completely infuriating--creature he now has to see every day. Despite the rumors, he's never been one for a workplace hookup. But Chloe's so tempting he's willing to bend the rules--or outright smash them--if it means he can have her. All over the office As their appetites for one another increase to a breaking point, Bennett and Chloe must decide exactly what they're willing to lose in order to win each other. Originally only available online as The Office by tby789--and garnering over 2 million reads on fanfiction sites--Beautiful Bastard has been extensively updated for re-release. ""--"
1476730601,Just one night,Kyra Davis,"""Kasie knows who she's supposed to be. But one passionate night with a mysterious stranger will teach her who she wants to be""--

Kasie, a buttoned-up businesswoman, has a fling with a stranger on a trip to Vegas-- only to find herself under his mysterious, sexy power both in the boardroom and the bedroom. They had the most exquisite and passionate sex of her life. When he shows up in her Santa Monica office as the CEO of a firm her company does a billion dollars of business with a year, he demands that she handle his account... and so much more....","Just one night by Kyra Davis. ""Kasie knows who she's supposed to be. But one passionate night with a mysterious stranger will teach her who she wants to be""--

Kasie, a buttoned-up businesswoman, has a fling with a stranger on a trip to Vegas-- only to find herself under his mysterious, sexy power both in the boardroom and the bedroom. They had the most exquisite and passionate sex of her life. When he shows up in her Santa Monica office as the CEO of a firm her company does a billion dollars of business with a year, he demands that she handle his account... and so much more...."
1476730946,The sea of tranquility,Katja Millay,"I live in a world without magic or miracles. A place where there are no clairvoyants or shapeshifters, no angels or superhuman boys to save you. A place where people die and music disintegrates and things suck. I am pressed so hard against the earth by the weight of reality that some days I wonder how I am still able to lift my feet to walk. Former piano prodigy Nastya Kashnikov wants two things: to get through high school without anyone learning about her past and to make the boy who took everything from her-her identity, her spirit, her will to live-pay. All Josh Bennett wants is to be left alone, and everyone allows it because they all know his story: each person he loved was taken from his life until at seventeen years old there was no one left. When your name is synonymous with death, people tend to give you your space. Everyone except Nastya, a new girl in town who won't go away until she's insinuated herself into every aspect of his life. But the more he gets to know her, the more of a mystery she becomes. As their relationship intensifies and the unanswered questions begin to pile up, he starts to wonder if he will ever learn the secrets she's been hiding--or if he even wants to. The Sea of Tranquility is a rich, intense, and brilliantly imagined story about a lonely boy, an emotionally fragile girl, and the miracle of second chances.","The sea of tranquility by Katja Millay. I live in a world without magic or miracles. A place where there are no clairvoyants or shapeshifters, no angels or superhuman boys to save you. A place where people die and music disintegrates and things suck. I am pressed so hard against the earth by the weight of reality that some days I wonder how I am still able to lift my feet to walk. Former piano prodigy Nastya Kashnikov wants two things: to get through high school without anyone learning about her past and to make the boy who took everything from her-her identity, her spirit, her will to live-pay. All Josh Bennett wants is to be left alone, and everyone allows it because they all know his story: each person he loved was taken from his life until at seventeen years old there was no one left. When your name is synonymous with death, people tend to give you your space. Everyone except Nastya, a new girl in town who won't go away until she's insinuated herself into every aspect of his life. But the more he gets to know her, the more of a mystery she becomes. As their relationship intensifies and the unanswered questions begin to pile up, he starts to wonder if he will ever learn the secrets she's been hiding--or if he even wants to. The Sea of Tranquility is a rich, intense, and brilliantly imagined story about a lonely boy, an emotionally fragile girl, and the miracle of second chances."
1476731535,Beautiful stranger,Christina Lauren,"Financial consultant Sara Dillon moves to New York City and, hoping for a causual encounter, meets British playboy Max Stella at a dance club, as they embark on a tumultuous affair that leaves Max wondering if he has met his match.","Beautiful stranger by Christina Lauren. Financial consultant Sara Dillon moves to New York City and, hoping for a causual encounter, meets British playboy Max Stella at a dance club, as they embark on a tumultuous affair that leaves Max wondering if he has met his match."
1476732027,White Trash Beautiful,Teresa Mummert,"Topics: Fiction, general, Georgia, fiction, Women, Fiction, Trailer camps.","White Trash Beautiful by Teresa Mummert. Topics: Fiction, general, Georgia, fiction, Women, Fiction, Trailer camps."
1476735247,Naked,Raine Miller,"Topics: Fiction, romance, erotica, Fiction, romance, erotic.","Naked by Raine Miller. Topics: Fiction, romance, erotica, Fiction, romance, erotic."
1476735271,All in,Raine Miller,"Topics: Modelos, Man-woman relationships, Relaciones hombre-mujer, Models (Persons), Fiction.","All in by Raine Miller. Topics: Modelos, Man-woman relationships, Relaciones hombre-mujer, Models (Persons), Fiction."
1476735603,Eyes wide open,Raine Miller,"Demons from the past are threatening to destroy the passionate bond Ethan and Brynne have forged, despite their vow that nothing will ever keep them apart. Still lurking in the shadows is a stalker, plotting evil amidst the distraction of the London Olympic Games. Will they yield to circumstances beyond their control or will they give every ounce of fight they have left to save each other and win the ultimate prize of a life together?","Eyes wide open by Raine Miller. Demons from the past are threatening to destroy the passionate bond Ethan and Brynne have forged, despite their vow that nothing will ever keep them apart. Still lurking in the shadows is a stalker, plotting evil amidst the distraction of the London Olympic Games. Will they yield to circumstances beyond their control or will they give every ounce of fight they have left to save each other and win the ultimate prize of a life together?"
1476740496,Four seconds to lose,K. A. Tucker,"""Owning a strip club isn't the fantasy most guys expect it to be. With long hours, a staff with enough issues to keep a psych ward in business, and the police checking up on him regularly, twenty-seven year old Cain is starting to second guess his silent mission to save these women. That is, until a tiny angel named Charlie walks through his door. Blonde and blue-eyed, sweet as can be, this dancer's sad smile opens up old wounds. She reminds him so much of Penny. As much as Cain tries to avoid being that creepy strip club boss who dates his staff, he can't help but be attracted to Charlie. As he grows closer to her, waiting for her to turn her life around, he discovers that she's headed down a dangerous path, the same one that claimed the other important women in his life""--","Four seconds to lose by K. A. Tucker. ""Owning a strip club isn't the fantasy most guys expect it to be. With long hours, a staff with enough issues to keep a psych ward in business, and the police checking up on him regularly, twenty-seven year old Cain is starting to second guess his silent mission to save these women. That is, until a tiny angel named Charlie walks through his door. Blonde and blue-eyed, sweet as can be, this dancer's sad smile opens up old wounds. She reminds him so much of Penny. As much as Cain tries to avoid being that creepy strip club boss who dates his staff, he can't help but be attracted to Charlie. As he grows closer to her, waiting for her to turn her life around, he discovers that she's headed down a dangerous path, the same one that claimed the other important women in his life""--"
1476741182,Wallbanger,Alice Clayton,"Thanks to paper-thin walls and the guy's athletic prowess, Caroline can hear not just her neighbor's bed banging against the wall but the ecstatic response of what seems like an endless parade of women. She finds her fantasies keep her awake even longer than the noise. So when the wallbanging threatens to literally bounce her out of bed, Caroline, clad in sexual frustration and a pink baby-doll nightie, confronts Simon. The tension between them is as thick as the walls are thin, but Caroline is finding she may have discovered a whole new definition of neighborly....","Wallbanger by Alice Clayton. Thanks to paper-thin walls and the guy's athletic prowess, Caroline can hear not just her neighbor's bed banging against the wall but the ecstatic response of what seems like an endless parade of women. She finds her fantasies keep her awake even longer than the noise. So when the wallbanging threatens to literally bounce her out of bed, Caroline, clad in sexual frustration and a pink baby-doll nightie, confronts Simon. The tension between them is as thick as the walls are thin, but Caroline is finding she may have discovered a whole new definition of neighborly...."
1476741255,Redhead plays her hand,Alice Clayton,"Grace's star is on the rise with a new TV series, but then the director asks her to lose fifteen pounds.  When she goes public with her struggles with weight, she suddenly develops a huge fan club of people who are happy to see a curvy actress speak up, and she becomes a flashpoint in society's ongoing conversation about what's beautiful and what Hollywood's responsibility is to portray women of all shapes and sizes.  Meanwhile, Jack is voted the Sexiest Man Alive and becomes a little too enamored with the star lifestyle.  But while he can have anything he wants, he can't have the one thing he really needs: a public relationship with Grace, which his manager says will hurt his career.  When Jack begins to spiral downward into parties, booze, and Hollywood brat behavior, it's time for Grace to set him straight-- and maybe dare to walk the red carpet together, hand in hand.","Redhead plays her hand by Alice Clayton. Grace's star is on the rise with a new TV series, but then the director asks her to lose fifteen pounds.  When she goes public with her struggles with weight, she suddenly develops a huge fan club of people who are happy to see a curvy actress speak up, and she becomes a flashpoint in society's ongoing conversation about what's beautiful and what Hollywood's responsibility is to portray women of all shapes and sizes.  Meanwhile, Jack is voted the Sexiest Man Alive and becomes a little too enamored with the star lifestyle.  But while he can have anything he wants, he can't have the one thing he really needs: a public relationship with Grace, which his manager says will hurt his career.  When Jack begins to spiral downward into parties, booze, and Hollywood brat behavior, it's time for Grace to set him straight-- and maybe dare to walk the red carpet together, hand in hand."
147674355X,Hopeless,Colleen Hoover,"Sky, a senior in high school, meets Dean Holder, a guy with a promiscuous reputation that rivals her own. From their very first encounter, he terrifies and captivates her. Something about him sparks memories of her deeply troubled past, a time she's tried so hard to bury. Though Sky is determined to stay far away from him, his unwavering pursuit and enigmatic smile break down her defenses and the intensity of the bond between them grows. But the mysterious Holder has been keeping secrets of his own, and once they are revealed, Sky is changed forever and her ability to trust may be a casualty of the truth.--From back cover.","Hopeless by Colleen Hoover. Sky, a senior in high school, meets Dean Holder, a guy with a promiscuous reputation that rivals her own. From their very first encounter, he terrifies and captivates her. Something about him sparks memories of her deeply troubled past, a time she's tried so hard to bury. Though Sky is determined to stay far away from him, his unwavering pursuit and enigmatic smile break down her defenses and the intensity of the bond between them grows. But the mysterious Holder has been keeping secrets of his own, and once they are revealed, Sky is changed forever and her ability to trust may be a casualty of the truth.--From back cover."
1476744084,Devoured,Emily Snow,"Sienna?s dreams lie in California, but when she discovers her grandmother?s Nashville home has been foreclosed, she has no other choice than to move back to Music City, where she comes face-to-face with the flawed, gorgeous man she never thought she?d see again?and who now holds the deed to her grandma?s estate. Millionaire rock star Lucas Wolfe is just as surprised to find the outspoken redhead glaring at him from across a courtroom. He still can?t get the night Sienna spent with him out of his mind, and the chemistry between them is as undeniable as ever. Now, Lucas is determined to do whatever it takes to lure Sienna into his bed, so he makes a deal with her: if she spends ten days with him, playing by his rules, he?ll hand over the deed to her grandmother?s home. Though she agrees to the arrangement for her family?s sake, Sienna struggles with the promises she?s made to herself and a past that still haunts her. As Lucas?s game of seduction continues and Sienna is introduced to his dark, erotic world, she realizes that at any moment, she could be devoured.","Devoured by Emily Snow. Sienna?s dreams lie in California, but when she discovers her grandmother?s Nashville home has been foreclosed, she has no other choice than to move back to Music City, where she comes face-to-face with the flawed, gorgeous man she never thought she?d see again?and who now holds the deed to her grandma?s estate. Millionaire rock star Lucas Wolfe is just as surprised to find the outspoken redhead glaring at him from across a courtroom. He still can?t get the night Sienna spent with him out of his mind, and the chemistry between them is as undeniable as ever. Now, Lucas is determined to do whatever it takes to lure Sienna into his bed, so he makes a deal with her: if she spends ten days with him, playing by his rules, he?ll hand over the deed to her grandmother?s home. Though she agrees to the arrangement for her family?s sake, Sienna struggles with the promises she?s made to herself and a past that still haunts her. As Lucas?s game of seduction continues and Sienna is introduced to his dark, erotic world, she realizes that at any moment, she could be devoured."
1476744106,Tidal,Emily Snow,Hollywood starlet Willow Avery is out of rehab with only one chance left to redeem herself before shes officially on every directors blacklist. At least thats what her parents and her agent are claiming. She doesnt really give a damn if she never makes another movie she just wants to get on with her life get back to her friends and find her next escape. But Willow is broke. And whether she likes it or not acting is the only job she knows how to do. When she accepts the lead in a beach drama Willow finds herself in Hawaii with Cooper the gorgeous Australian surfer whos been hired to train her for her new role. Cooper is different from the other men she knows. He doesnt want to use her. And he refuses to let her fail. But when an old friend with a toxic presence reenters Willows life she will have to choose between the girl she was and the person shes becoming or she may lose the man shes falling for hard.,Tidal by Emily Snow. Hollywood starlet Willow Avery is out of rehab with only one chance left to redeem herself before shes officially on every directors blacklist. At least thats what her parents and her agent are claiming. She doesnt really give a damn if she never makes another movie she just wants to get on with her life get back to her friends and find her next escape. But Willow is broke. And whether she likes it or not acting is the only job she knows how to do. When she accepts the lead in a beach drama Willow finds herself in Hawaii with Cooper the gorgeous Australian surfer whos been hired to train her for her new role. Cooper is different from the other men she knows. He doesnt want to use her. And he refuses to let her fail. But when an old friend with a toxic presence reenters Willows life she will have to choose between the girl she was and the person shes becoming or she may lose the man shes falling for hard.
1476744130,Consumed,Emily Snow,"Topics: Fiction, erotica, general.","Consumed by Emily Snow. Topics: Fiction, erotica, general."
1476744904,The marriage merger,Jennifer Probst,Her sisters have found wedded bliss with their wealthy wonderful dream men but not Julietta Conte. Shes stayed on terra firma as top executive of the familys corporation La Dolce Famiglia bakery. Work is her passion and her trendy Milan apartment her sanctuary until Sawyer Wells a masculine masterpiece in a suit lures her out of hiding with an irresistible offer an exclusive partnership with his international chain of boutique hotels. Juliettas been burned before and trusting her brother in laws friend whose powerful gaze alone has her rethinking the best use of a conference room is the riskiest proposition. But with a once in a career chance to take the bakery global will she mix stone cold business with red hot seduction?,The marriage merger by Jennifer Probst. Her sisters have found wedded bliss with their wealthy wonderful dream men but not Julietta Conte. Shes stayed on terra firma as top executive of the familys corporation La Dolce Famiglia bakery. Work is her passion and her trendy Milan apartment her sanctuary until Sawyer Wells a masculine masterpiece in a suit lures her out of hiding with an irresistible offer an exclusive partnership with his international chain of boutique hotels. Juliettas been burned before and trusting her brother in laws friend whose powerful gaze alone has her rethinking the best use of a conference room is the riskiest proposition. But with a once in a career chance to take the bakery global will she mix stone cold business with red hot seduction?
1476744920,Searching for Someday,Jennifer Probst,"Topics: Fiction, romance, contemporary, New york (n.y.), fiction.","Searching for Someday by Jennifer Probst. Topics: Fiction, romance, contemporary, New york (n.y.), fiction."
1476746532,This girl,Colleen Hoover,Colleen Hoovers New York Times bestselling Slammed series has brought countless readers to their knees with a whirlwind of love passion and heartache. Layken and Wills love has managed to withstand the toughest of circumstances and the young lovers now married are beginning to feel safe and secure in their union. As much as Layken relishes their new life together she finds herself wanting to know everything there is to know about her husband even though Will makes it clear he prefers to keep the painful memories of the past where they belong. Still he cant resist his wifes pleas and so he begins to untangle his side of the story revealing for the first time his most intimate feelings and thoughts retelling both the good and bad moments and sharing a few shocking confessions of his own from the time when they first met.,This girl by Colleen Hoover. Colleen Hoovers New York Times bestselling Slammed series has brought countless readers to their knees with a whirlwind of love passion and heartache. Layken and Wills love has managed to withstand the toughest of circumstances and the young lovers now married are beginning to feel safe and secure in their union. As much as Layken relishes their new life together she finds herself wanting to know everything there is to know about her husband even though Will makes it clear he prefers to keep the painful memories of the past where they belong. Still he cant resist his wifes pleas and so he begins to untangle his side of the story revealing for the first time his most intimate feelings and thoughts retelling both the good and bad moments and sharing a few shocking confessions of his own from the time when they first met.
1476751404,Beautiful Player,Christina Lauren,"A bombshell bookworm. A chronic Casanova. And a lesson in chemistry too scandalous for school.

When Hanna Bergstrom receives a lecture from her overprotective brother about neglecting her social life and burying herself in grad school, she’s determined to tackle his implied assignment: get out, make friends, start dating. And who better to turn her into the sultry siren every man wants than her brother’s gorgeous best friend, Will Sumner, venture capitalist and unapologetic playboy?

Will takes risks for a living, but he’s skeptical about this challenge of Hanna’s…until the wild night his innocently seductive pupil tempts him into bed- and teaches him a thing or two about being with a woman he can’t forget. Now that Hanna’s discovered the power of her own sex appeal, it’s up to Will to prove he’s the only man she’ll ever need.","Beautiful Player by Christina Lauren. A bombshell bookworm. A chronic Casanova. And a lesson in chemistry too scandalous for school.

When Hanna Bergstrom receives a lecture from her overprotective brother about neglecting her social life and burying herself in grad school, she’s determined to tackle his implied assignment: get out, make friends, start dating. And who better to turn her into the sultry siren every man wants than her brother’s gorgeous best friend, Will Sumner, venture capitalist and unapologetic playboy?

Will takes risks for a living, but he’s skeptical about this challenge of Hanna’s…until the wild night his innocently seductive pupil tempts him into bed- and teaches him a thing or two about being with a woman he can’t forget. Now that Hanna’s discovered the power of her own sex appeal, it’s up to Will to prove he’s the only man she’ll ever need."
1476751803,Sweet filthy boy,Christina Lauren,"""Mia Holland isn't usually one for a fling, but after a sweet, filthy night with charming Frenchman Ansel Guillaume, she makes the wildest decision of her life. Terrified of the boring but practical path ahead of her, Mia rolls the dice and follows Ansel to France for the summer to just ... play. Playing house, playing lovers ... Mia's whole life feels like pretend until she dresses up and pulls Ansel into a provocative masquerade that finally feels real. Real conversations, real emotions, really, really hot sex. But is her sizzling summer adventure any less of a charade than her buttoned-up plans to attend business school in the fall? Can a one night stand really turn out to be The One?""--Page [4] of cover.","Sweet filthy boy by Christina Lauren. ""Mia Holland isn't usually one for a fling, but after a sweet, filthy night with charming Frenchman Ansel Guillaume, she makes the wildest decision of her life. Terrified of the boring but practical path ahead of her, Mia rolls the dice and follows Ansel to France for the summer to just ... play. Playing house, playing lovers ... Mia's whole life feels like pretend until she dresses up and pulls Ansel into a provocative masquerade that finally feels real. Real conversations, real emotions, really, really hot sex. But is her sizzling summer adventure any less of a charade than her buttoned-up plans to attend business school in the fall? Can a one night stand really turn out to be The One?""--Page [4] of cover."
1476752192,A Terrible Love,Marata Eros,"A dark and sizzling novel of erotic passion. A former ballerina struggles to hide her painful past-- only to discover she's not the only one with secrets. Jess escaped the violent tragedy of her past and is forging ahead with a clean slate far removed from her powerful political family and its dark secrets. But Jess can't ignore her passions-- not her love for ballet, nor her tumultuous desire for the unexpected lover who threatens to jeopardize her carefully constructed identity. Devin is all sex-and-hotness wrapped up in a dangerous package. Convinced they can keep their messy emotions at bay, Jess and Cas indulge their wildest fantasies. But soon Jess's lies begin to crumble, and the lovers discover that freedom comes with a deadly price.","A Terrible Love by Marata Eros. A dark and sizzling novel of erotic passion. A former ballerina struggles to hide her painful past-- only to discover she's not the only one with secrets. Jess escaped the violent tragedy of her past and is forging ahead with a clean slate far removed from her powerful political family and its dark secrets. But Jess can't ignore her passions-- not her love for ballet, nor her tumultuous desire for the unexpected lover who threatens to jeopardize her carefully constructed identity. Devin is all sex-and-hotness wrapped up in a dangerous package. Convinced they can keep their messy emotions at bay, Jess and Cas indulge their wildest fantasies. But soon Jess's lies begin to crumble, and the lovers discover that freedom comes with a deadly price."
1476753164,Maybe someday,Colleen Hoover,"When she discovers that her boyfriend is cheating on her, Sydney, a 22-year-old college student, must decide what to do next, especially when she becomes captivated by her mysterious neighbor Ridge","Maybe someday by Colleen Hoover. When she discovers that her boyfriend is cheating on her, Sydney, a 22-year-old college student, must decide what to do next, especially when she becomes captivated by her mysterious neighbor Ridge"
1476754144,Beautiful Bitch,Christina Lauren,"Picking up where Beautiful Bastard left off, Chloe Mills and Bennett Ryan continue their steamy, combative relationship.

Just when Chloe’s career starts to take off, Bennett wishes it would all slow down long enough to spend a wild night alone with his girlfriend. But after he refuses to take no for an answer, Chloe and Bennett find themselves with two plane tickets, one French Villa, and a surprising conversation that, predictably, leaves them wrestling under the covers.","Beautiful Bitch by Christina Lauren. Picking up where Beautiful Bastard left off, Chloe Mills and Bennett Ryan continue their steamy, combative relationship.

Just when Chloe’s career starts to take off, Bennett wishes it would all slow down long enough to spend a wild night alone with his girlfriend. But after he refuses to take no for an answer, Chloe and Bennett find themselves with two plane tickets, one French Villa, and a surprising conversation that, predictably, leaves them wrestling under the covers."
1476755094,Beautiful Bombshell,Christina Lauren,"**The gentlemen from Beautiful Bastard, Beautiful Stranger, and Beautiful Player are out for a wild night on The Strip.**

When Max, Henry, and Will steal Bennett away for a weekend of shenanigans and strippers in Vegas, the first stop of the night doesn’t go at all as planned. With their scheme for a Guys Weekend completely derailed anyway, Max and Bennett begin to play a wild game of stealth and secrecy in order to have their bombshells all over Sin City.","Beautiful Bombshell by Christina Lauren. **The gentlemen from Beautiful Bastard, Beautiful Stranger, and Beautiful Player are out for a wild night on The Strip.**

When Max, Henry, and Will steal Bennett away for a weekend of shenanigans and strippers in Vegas, the first stop of the night doesn’t go at all as planned. With their scheme for a Guys Weekend completely derailed anyway, Max and Bennett begin to play a wild game of stealth and secrecy in order to have their bombshells all over Sin City."
1476755108,Beautiful Beginning,Christina Lauren,"One beautiful bastard of a groom. The most beautiful bitch of a bride. A panty-ripping office hook-up turned true love everlasting.

Wedding bells can’t chime soon enough for Chloe Mills and Bennett Ryan. Chloe, exasperated and stressed by all the last-minute to-dos, is on the verge of saying “I do” to eloping. For his part, Bennett’s so worried about being distracted by Chloe’s body that he makes a no-sex-until-the-wedding-night rule that only seems to be making things worse by continually backfiring on him. As their crazy families descend for the big day- only a few of them actually trying to be helpful- the fiery lovers are about to test whether the couple that argues together can keep it together long enough to exchange rings, and not just heated words.","Beautiful Beginning by Christina Lauren. One beautiful bastard of a groom. The most beautiful bitch of a bride. A panty-ripping office hook-up turned true love everlasting.

Wedding bells can’t chime soon enough for Chloe Mills and Bennett Ryan. Chloe, exasperated and stressed by all the last-minute to-dos, is on the verge of saying “I do” to eloping. For his part, Bennett’s so worried about being distracted by Chloe’s body that he makes a no-sex-until-the-wedding-night rule that only seems to be making things worse by continually backfiring on him. As their crazy families descend for the big day- only a few of them actually trying to be helpful- the fiery lovers are about to test whether the couple that argues together can keep it together long enough to exchange rings, and not just heated words."
1476755590,Real,Katy Evans,"Remington Tate has a bad-boy rep in and out of the ring, a granite-hard body, and a raw, animal power that sends his female fans into a frenzy. But from the moment their eyes lock, the only woman he wants is Brooke Dumas. His desire is pure, all-consuming, and real!","Real by Katy Evans. Remington Tate has a bad-boy rep in and out of the ring, a granite-hard body, and a raw, animal power that sends his female fans into a frenzy. But from the moment their eyes lock, the only woman he wants is Brooke Dumas. His desire is pure, all-consuming, and real!"
1476755604,Mine,Katy Evans,"""Brooke and Remy's relationship is tested when he tries to claim back the Underground championship""--","Mine by Katy Evans. ""Brooke and Remy's relationship is tested when he tries to claim back the Underground championship""--"
