asin,title,author,description,text
147675652X,Simple Perfection,Abbi Glines,"""#1 New York Times bestselling author Abbi Glines concludes the irresistible story of Woods and Della that began with Twisted Perfection. Woods had his perfect life mapped out for him. Rise up the ranks of the family business. Marry the rich girl of his parents' dreams. Pretend that wealth and privilege are all he'd ever wanted. Then a girl named Della breezed into town, a beautifully imperfect stranger who captured his heart and opened his eyes to a new kind of future. Woods is ready and willing to sacrifice everything for her when the sudden death of his father leaves him with his mother to care for and a business to manage. Della is determined to be strong for Woods, even as she's quietly falling to pieces. No matter how far from home she's run, the ghosts of her past have never stopped haunting her. Struggling to hide her true feelings from Woods, Della fears she can't be his rock without dragging him down into the darkness with her. But is she strong enough to let go of the last thing holding her together?""--

""A new adult romance novel set in the author's series world of Rosemary Beach, Florida""--","Simple Perfection by Abbi Glines. ""#1 New York Times bestselling author Abbi Glines concludes the irresistible story of Woods and Della that began with Twisted Perfection. Woods had his perfect life mapped out for him. Rise up the ranks of the family business. Marry the rich girl of his parents' dreams. Pretend that wealth and privilege are all he'd ever wanted. Then a girl named Della breezed into town, a beautifully imperfect stranger who captured his heart and opened his eyes to a new kind of future. Woods is ready and willing to sacrifice everything for her when the sudden death of his father leaves him with his mother to care for and a business to manage. Della is determined to be strong for Woods, even as she's quietly falling to pieces. No matter how far from home she's run, the ghosts of her past have never stopped haunting her. Struggling to hide her true feelings from Woods, Della fears she can't be his rock without dragging him down into the darkness with her. But is she strong enough to let go of the last thing holding her together?""--

""A new adult romance novel set in the author's series world of Rosemary Beach, Florida""--"
1476756546,Take a Chance,Abbi Glines,"""From #1 New York Times bestselling author Abbi Glines comes the story of Grant, the sexy playboy who first captured readers' hearts in Fallen Too Far. When Harlow Manning's rocker father goes on tour, he sends her to Rosemary Beach, Florida, to live with her half-sister, Nan. The problem: Nan despises her. Harlow has to keep her head down if she wants to get through the next nine months, which seems easy enough. Until gorgeous Grant Carter walks out of Nan's room in nothing but his boxer briefs. Grant made a huge mistake getting involved with a girl with venom in her veins. He'd known about Nan's reputation, but still he couldn't resist her. Nothing makes him regret the fling more than meeting Harlow, who sends his pulse racing. Yet Harlow wants nothing to do with a guy who could fall for her wicked half-sister--even if there are no strings between Grant and Nan. Grant is desperate to redeem himself in Harlow's eyes, but did he ruin his chances with her before he even met her?""--

""A new adult romance novel set in the author's Rosemary Beach series""--","Take a Chance by Abbi Glines. ""From #1 New York Times bestselling author Abbi Glines comes the story of Grant, the sexy playboy who first captured readers' hearts in Fallen Too Far. When Harlow Manning's rocker father goes on tour, he sends her to Rosemary Beach, Florida, to live with her half-sister, Nan. The problem: Nan despises her. Harlow has to keep her head down if she wants to get through the next nine months, which seems easy enough. Until gorgeous Grant Carter walks out of Nan's room in nothing but his boxer briefs. Grant made a huge mistake getting involved with a girl with venom in her veins. He'd known about Nan's reputation, but still he couldn't resist her. Nothing makes him regret the fling more than meeting Harlow, who sends his pulse racing. Yet Harlow wants nothing to do with a guy who could fall for her wicked half-sister--even if there are no strings between Grant and Nan. Grant is desperate to redeem himself in Harlow's eyes, but did he ruin his chances with her before he even met her?""--

""A new adult romance novel set in the author's Rosemary Beach series""--"
1476759006,Loving Cara,Kristen Proby,"Cara Donovan's summer tutoring job is turning out to be a challenge--and not just because of her troubled twelve-year-old student. It's his uncle Josh who's the real problem. From the moment the fiery teacher steps foot on his family's Lazy K Ranch, the stubborn playboy is determined to corral her.","Loving Cara by Kristen Proby. Cara Donovan's summer tutoring job is turning out to be a challenge--and not just because of her troubled twelve-year-old student. It's his uncle Josh who's the real problem. From the moment the fiery teacher steps foot on his family's Lazy K Ranch, the stubborn playboy is determined to corral her."
1476759529,Red Hill,Jamie McGuire,"""When the world ends, can love survive? For Scarlet, raising her two daughters alone makes fighting for tomorrow an everyday battle. Nathan has a wife, but can't remember what it's like to be in love; only his young daughter Zoe makes coming home worthwhile. Miranda's biggest concern is whether her new VW Bug is big enough to carry her sister and their boyfriends on a weekend escape from college finals. When reports of a widespread, deadly ""outbreak"" begin to surface, these ordinary people face extraordinary circumstances and suddenly their fates are intertwined. Recognizing they can't outrun the danger, Scarlet, Nathan, and Miranda desperately seek shelter at the same secluded ranch, Red Hill. Emotions run high while old and new relationships are tested in the face of a terrifying enemy--an enemy who no longer remembers what it's like to be human. Set against the backdrop of a brilliantly realized apocalyptic world, love somehow finds a way to survive. But what happens when the one you'd die for becomes the one who could destroy you? Red Hill grabs you from page one and doesn't let go until its stunning conclusion. This is #1 New York Times bestselling author Jamie McGuire at her unforgettable best""--","Red Hill by Jamie McGuire. ""When the world ends, can love survive? For Scarlet, raising her two daughters alone makes fighting for tomorrow an everyday battle. Nathan has a wife, but can't remember what it's like to be in love; only his young daughter Zoe makes coming home worthwhile. Miranda's biggest concern is whether her new VW Bug is big enough to carry her sister and their boyfriends on a weekend escape from college finals. When reports of a widespread, deadly ""outbreak"" begin to surface, these ordinary people face extraordinary circumstances and suddenly their fates are intertwined. Recognizing they can't outrun the danger, Scarlet, Nathan, and Miranda desperately seek shelter at the same secluded ranch, Red Hill. Emotions run high while old and new relationships are tested in the face of a terrifying enemy--an enemy who no longer remembers what it's like to be human. Set against the backdrop of a brilliantly realized apocalyptic world, love somehow finds a way to survive. But what happens when the one you'd die for becomes the one who could destroy you? Red Hill grabs you from page one and doesn't let go until its stunning conclusion. This is #1 New York Times bestselling author Jamie McGuire at her unforgettable best""--"
1476760772,Sempre Redemption,J. M. Darhower,,Sempre Redemption by J. M. Darhower
1476761779,Tangled,Emma Chase,,Tangled by Emma Chase
1476763526,Losing Hope,Colleen Hoover,,Losing Hope by Colleen Hoover
1476763607,Tamed,Emma Chase,"""In this third book by NYT bestseller Emma Chase, Matthew Fisher --the best friend of Drew Evans from TANGLED and TWISTED -- wants to settle down, but he'll have to overcome the mistrust of the colorful and unique Dee Dee Warren""--","Tamed by Emma Chase. ""In this third book by NYT bestseller Emma Chase, Matthew Fisher --the best friend of Drew Evans from TANGLED and TWISTED -- wants to settle down, but he'll have to overcome the mistrust of the colorful and unique Dee Dee Warren""--"
1476763623,Twisted,Emma Chase,,Twisted by Emma Chase
1476764468,Remy,Katy Evans,"""New York Times bestselling author Katy Evans expands upon the intense love story begun in Real and Mine--this time from Remington ""Riptide"" Tate's point of view. Underground fighter Remington Tate is a mystery, even to himself. His mind is dark and light, complex and enlightening. At times his actions and moods are carefully measured, and at others, they spin out of control. Through it all, there's been one constant: wanting, needing, loving, and protecting Brooke Dumas. This is his story; from the first moment he laid eyes on her and knew, without a doubt, she would be the realest thing he's ever had to fight for""--","Remy by Katy Evans. ""New York Times bestselling author Katy Evans expands upon the intense love story begun in Real and Mine--this time from Remington ""Riptide"" Tate's point of view. Underground fighter Remington Tate is a mystery, even to himself. His mind is dark and light, complex and enlightening. At times his actions and moods are carefully measured, and at others, they spin out of control. Through it all, there's been one constant: wanting, needing, loving, and protecting Brooke Dumas. This is his story; from the first moment he laid eyes on her and knew, without a doubt, she would be the realest thing he's ever had to fight for""--"
1476764603,Working it,Kendall Ryan,"""A story of heart-stopping, toe-curling passion by the beloved bestselling author of Hard to Love, Resisting Her, and The Impact of You. Straight-laced and well-mannered southerner Emmy Clarke is out of her depth in New York City's fashion world, but when she lands a job as an assistant at a modeling agency it seems like the perfect mix of business and pleasure. Working under the notoriously tyrannical Fiona Stone is a nightmare, but there's one distinct perk: ogling the ridiculously hot male models who parade through the office--particularly rising star Ben Shaw. Ben is everything Emmy's not: exquisitely gorgeous, highly paid, and well-traveled. He's also got more issues than Vogue. Emmy looks after Ben on photo shoots, but she refuses to become another one of his lusting groupies. Ben finds Emmy's refreshingly real attitude to be surprisingly attractive. Against a backdrop of the most fashionable cities in the world, casual flirting turns into an illicit affair, but when Ben's twisted past is revealed, and the bitter Fiona catches wind of their relationship, their careers and hearts are threatened""--

""A sexy contemporary romance novel set in the world of the New York City fashion industry. The novel takes place in New York City, Paris, and Milan""--","Working it by Kendall Ryan. ""A story of heart-stopping, toe-curling passion by the beloved bestselling author of Hard to Love, Resisting Her, and The Impact of You. Straight-laced and well-mannered southerner Emmy Clarke is out of her depth in New York City's fashion world, but when she lands a job as an assistant at a modeling agency it seems like the perfect mix of business and pleasure. Working under the notoriously tyrannical Fiona Stone is a nightmare, but there's one distinct perk: ogling the ridiculously hot male models who parade through the office--particularly rising star Ben Shaw. Ben is everything Emmy's not: exquisitely gorgeous, highly paid, and well-traveled. He's also got more issues than Vogue. Emmy looks after Ben on photo shoots, but she refuses to become another one of his lusting groupies. Ben finds Emmy's refreshingly real attitude to be surprisingly attractive. Against a backdrop of the most fashionable cities in the world, casual flirting turns into an illicit affair, but when Ben's twisted past is revealed, and the bitter Fiona catches wind of their relationship, their careers and hearts are threatened""--

""A sexy contemporary romance novel set in the world of the New York City fashion industry. The novel takes place in New York City, Paris, and Milan""--"
147677594X,Rush too far,Abbi Glines,"""Everyone in Rosemary Beach thinks they know how Rush Finlay and Blaire Wynn fell in love. But Rush is back to tell his side of the story ... Rush has earned every bit of his bad-boy reputation. The three-story beach house, luxury car, and line of girls begging for time between his sheets are the envy of every guy in Rosemary Beach, and Rush handles it all with the laid-back cool of a rock star's son. All he needs are his best friend, Grant, and his sister, Nan. Until Blaire Wynn drives into town in her beat-up pickup truck with a pistol under her seat. The Alabama farm girl instantly captures Rush's attention once he discovers that the angelic beauty is his new stepsister, but he vows to keep his distance. Even if she needs his help. Even if he craves her. Because Rush knows why Blaire is all alone in the world, forced to ask for help from the father who abandoned her three years ago. And he knows if he gets too close it will destroy Nan, who has a secret connection to Blaire. He has every reason in the world to stay away from her. Find out why he doesn't""--

""A new adult novel featuring Rush and Blaire in the Rosemary Beach series""--","Rush too far by Abbi Glines. ""Everyone in Rosemary Beach thinks they know how Rush Finlay and Blaire Wynn fell in love. But Rush is back to tell his side of the story ... Rush has earned every bit of his bad-boy reputation. The three-story beach house, luxury car, and line of girls begging for time between his sheets are the envy of every guy in Rosemary Beach, and Rush handles it all with the laid-back cool of a rock star's son. All he needs are his best friend, Grant, and his sister, Nan. Until Blaire Wynn drives into town in her beat-up pickup truck with a pistol under her seat. The Alabama farm girl instantly captures Rush's attention once he discovers that the angelic beauty is his new stepsister, but he vows to keep his distance. Even if she needs his help. Even if he craves her. Because Rush knows why Blaire is all alone in the world, forced to ask for help from the father who abandoned her three years ago. And he knows if he gets too close it will destroy Nan, who has a secret connection to Blaire. He has every reason in the world to stay away from her. Find out why he doesn't""--

""A new adult novel featuring Rush and Blaire in the Rosemary Beach series""--"
1476776016,Never too far,Abbi Glines,"""Just when Blaire allowed herself to fall for her stepbrother, Rush, he revealed a life-altering secret so devastating that she couldn't forgive him. Unable to face him again, Blaire leaves the promise of true love behind in Rosemary Beach and returns to the comforts of her small town in Alabama, wanting nothing more than to put the summer behind her. But unexpected news complicates Blaire's plans, and she's forced to trust the one man she shouldn't. Trapped between Rush's fierce desire to win her back and her own sense of self-preservation, Blaire doesn't know if she's doing the right thing . . . or if she's making the biggest mistake of her life."" --","Never too far by Abbi Glines. ""Just when Blaire allowed herself to fall for her stepbrother, Rush, he revealed a life-altering secret so devastating that she couldn't forgive him. Unable to face him again, Blaire leaves the promise of true love behind in Rosemary Beach and returns to the comforts of her small town in Alabama, wanting nothing more than to put the summer behind her. But unexpected news complicates Blaire's plans, and she's forced to trust the one man she shouldn't. Trapped between Rush's fierce desire to win her back and her own sense of self-preservation, Blaire doesn't know if she's doing the right thing . . . or if she's making the biggest mistake of her life."" --"
1476776040,Forever too far,Abbi Glines,"Rush and Blaire return to Rosemary Beach to settle down and start a family, but Rush's relationship with his sister threatens their happiness.","Forever too far by Abbi Glines. Rush and Blaire return to Rosemary Beach to settle down and start a family, but Rush's relationship with his sister threatens their happiness."
1476783284,Finding Cinderella,Colleen Hoover,,Finding Cinderella by Colleen Hoover
1477473971,Noah,Elizabeth Reyes,,Noah by Elizabeth Reyes
1477571086,Against the Wall,Julie Prestsater,,Against the Wall by Julie Prestsater
1477661875,Seduction and Snacks,Tara Sivec,,Seduction and Snacks by Tara Sivec
1477665412,Barely Breathing,Rebecca Donovan,,Barely Breathing by Rebecca Donovan
1477694919,Perfect for You,Kate Perry,,Perfect for You by Kate Perry
1477805028,The mighty storm,Samantha Towle,,The mighty storm by Samantha Towle
1477805052,Wethering the storm,Samantha Towle,"""Music journalist Tru Bennett has done the impossible: capture the heart of rock-star bad boy Jake Wethers. Now they're busy planning a wedding and navigating their new life together in the U.S. Of course, Tru misses London and her best friend, Simone, but living happily ever after with Jake in LA is going to be great ... right? Wrong. Even the bright California sun can't whitewash the dark side of celebrity coupledom. Greedy music execs, merciless paparazzi, and Jake's wild past are lurking around every corner. Making matters worse, Jake announces he doesn't want kids, which just may be a deal breaker. Tru loves Jake more than anything. But when a devastating crisis threatens to destroy everything they've fought for, the couple must face the hard truth: What if, this time, love is not enough?""--Amazon.com, viewed September 23, 2013.","Wethering the storm by Samantha Towle. ""Music journalist Tru Bennett has done the impossible: capture the heart of rock-star bad boy Jake Wethers. Now they're busy planning a wedding and navigating their new life together in the U.S. Of course, Tru misses London and her best friend, Simone, but living happily ever after with Jake in LA is going to be great ... right? Wrong. Even the bright California sun can't whitewash the dark side of celebrity coupledom. Greedy music execs, merciless paparazzi, and Jake's wild past are lurking around every corner. Making matters worse, Jake announces he doesn't want kids, which just may be a deal breaker. Tru loves Jake more than anything. But when a devastating crisis threatens to destroy everything they've fought for, the couple must face the hard truth: What if, this time, love is not enough?""--Amazon.com, viewed September 23, 2013."
1477808663,Game Changer,J. Sterling,,Game Changer by J. Sterling
1477808671,The perfect game,J. Sterling,"He's a game she never intended to play, and she's the game changer he never knew he needed. When Cassie meets rising baseball hopeful Jack, she is determined to steer clear of him and his typical cocky attitude. But Jack has other things on his mind ... like getting Cassie to give him the time of day. Sometimes life gets ugly before it gets beautiful ...","The perfect game by J. Sterling. He's a game she never intended to play, and she's the game changer he never knew he needed. When Cassie meets rising baseball hopeful Jack, she is determined to steer clear of him and his typical cocky attitude. But Jack has other things on his mind ... like getting Cassie to give him the time of day. Sometimes life gets ugly before it gets beautiful ..."
1477817158,Left drowning,Jessica Park,"Weighted down by the loss of her parents, Blythe McGuire struggles to keep her head above water as she trudges through her last year at Matthews College. Then a chance meeting sends Blythe crashing into something she doesn't expect--an undeniable attraction to a dark-haired senior named Chris Shepherd, whose past may be even more complicated than her own. As their relationship deepens, Chris pulls Blythe out of the stupor she's been in since the night a fire took half her family. She begins to heal, and even, haltingly, to love this guy who helps her find new paths to pleasure and self-discovery. But as Blythe moves into calmer waters, she realizes Chris is the one still strangled by his family's traumatic history. As dark currents threaten to pull him under, Blythe may be the only person who can keep him from drowning.","Left drowning by Jessica Park. Weighted down by the loss of her parents, Blythe McGuire struggles to keep her head above water as she trudges through her last year at Matthews College. Then a chance meeting sends Blythe crashing into something she doesn't expect--an undeniable attraction to a dark-haired senior named Chris Shepherd, whose past may be even more complicated than her own. As their relationship deepens, Chris pulls Blythe out of the stupor she's been in since the night a fire took half her family. She begins to heal, and even, haltingly, to love this guy who helps her find new paths to pleasure and self-discovery. But as Blythe moves into calmer waters, she realizes Chris is the one still strangled by his family's traumatic history. As dark currents threaten to pull him under, Blythe may be the only person who can keep him from drowning."
1477817182,Out of breath,"Donovan, Rebecca (Novelist)","""Emma Thomas is hiding.  From everything and everyone...including herself.  But she can't hide forever.  Her past will find her, and her secrets won't remain quiet--not if she wants to be forgiven.  Emma learns that honesty can hurt worse than betrayal, and the truth may cost her the only love she's ever known""--Back cover.","Out of breath by Donovan, Rebecca (Novelist). ""Emma Thomas is hiding.  From everything and everyone...including herself.  But she can't hide forever.  Her past will find her, and her secrets won't remain quiet--not if she wants to be forgiven.  Emma learns that honesty can hurt worse than betrayal, and the truth may cost her the only love she's ever known""--Back cover."
1477817484,Shame on you,Tara Sivec,,Shame on you by Tara Sivec
1477817492,Off the record,K. A. Linde,,Off the record by K. A. Linde
1477817506,Beautifully damaged,L. A. Fiore,"""Ember Walsh is a trusting soul with the quiet beauty of her late mother, who perished in a mysterious car crash when Ember was three.  A little tomboyish from being raised by her father, Ember packs a punch when a stranger gets pushy with her in a bar, catching the steely blue eyes of a tall, gorgeous tattooed ma--Trace Montgomery.  Still damaged from her last disastrous relationship and warned off the bad boy by friends, Ember fights the smoldering heat that Trace sparks in her when he begins shadowing her like a dark angel.  Burdened by a lifetime of horror and heartbreak, amateur fighter Trace doesn't want to want Ember.  His deep self-loathing keeps him from having any meaningful relationships, but Ember is an itch he can't scratch.  The two push and pull, slowly crumbling their walls, seemingly brought together by fate, because the turmoil that haunts their pasts is interlinked in undeniable ways.  But can these two fighters finally lay down their arms?""--Amazon.com.","Beautifully damaged by L. A. Fiore. ""Ember Walsh is a trusting soul with the quiet beauty of her late mother, who perished in a mysterious car crash when Ember was three.  A little tomboyish from being raised by her father, Ember packs a punch when a stranger gets pushy with her in a bar, catching the steely blue eyes of a tall, gorgeous tattooed ma--Trace Montgomery.  Still damaged from her last disastrous relationship and warned off the bad boy by friends, Ember fights the smoldering heat that Trace sparks in her when he begins shadowing her like a dark angel.  Burdened by a lifetime of horror and heartbreak, amateur fighter Trace doesn't want to want Ember.  His deep self-loathing keeps him from having any meaningful relationships, but Ember is an itch he can't scratch.  The two push and pull, slowly crumbling their walls, seemingly brought together by fate, because the turmoil that haunts their pasts is interlinked in undeniable ways.  But can these two fighters finally lay down their arms?""--Amazon.com."
1477847103,Someone to love,Addison Moore,"""When twenty-year-old Kendall Jordan transfers across the country to Garrison University, the last thing she's looking for is a one-night stand. Unfortunately that's exactly what gorgeous Cruise Elton offers. Kendall has long since come to realize that love is an illusion, and Cruise couldn't agree more--but something deep inside her wants him all for herself. So Kendall devises a plan to ""play the player"" and proposes that Cruise tutor her in becoming a female version of himself--Garrison University's own playboy. But as real feelings emerge, the game gets complicated, and Kendall and Cruise will find themselves questioning everything they thought they knew about love""--Page 4 of cover.","Someone to love by Addison Moore. ""When twenty-year-old Kendall Jordan transfers across the country to Garrison University, the last thing she's looking for is a one-night stand. Unfortunately that's exactly what gorgeous Cruise Elton offers. Kendall has long since come to realize that love is an illusion, and Cruise couldn't agree more--but something deep inside her wants him all for herself. So Kendall devises a plan to ""play the player"" and proposes that Cruise tutor her in becoming a female version of himself--Garrison University's own playboy. But as real feelings emerge, the game gets complicated, and Kendall and Cruise will find themselves questioning everything they thought they knew about love""--Page 4 of cover."
1478132744,Avoiding Commitment,K Linde,,Avoiding Commitment by K Linde
1478314605,Futures and Frosting,Tara Sivec,,Futures and Frosting by Tara Sivec
1479103780,Back to You,Priscilla Glenn,,Back to You by Priscilla Glenn
1479145211,Lengths,Steph Campbell,,Lengths by Steph Campbell
1479218685,Bouquet Toss,Melissa Brown,,Bouquet Toss by Melissa Brown
1479245712,Unravel Me,Kendall Ryan,,Unravel Me by Kendall Ryan
1479318868,Make Me Yours,Kendall Ryan,,Make Me Yours by Kendall Ryan
1479327573,Beyond Shame,Kit Rocha,,Beyond Shame by Kit Rocha
1479333573,I Love You to Death (Volume 1),Natalie Ward,,I Love You to Death (Volume 1) by Natalie Ward
1479359084,Sins & Needles,Karina Halle,,Sins & Needles by Karina Halle
1479372749,Disastrous,E. L. Montes,,Disastrous by E. L. Montes
147937296X,Ten Days of Perfect,Andrea Randall,,Ten Days of Perfect by Andrea Randall
1479390046,Rock the Heart,Michelle Valentine,,Rock the Heart by Michelle Valentine
1479398772,Crush,Lacey Weatherford,,Crush by Lacey Weatherford
1480008907,Fade,Kate Dawes,,Fade by Kate Dawes
1480055549,Final Piece,Maggi Myers,,Final Piece by Maggi Myers
1480074616,,,,1480074616
148008591X,Ivy Lessons,J. Lerman,,Ivy Lessons by J. Lerman
1480089133,Always You,Kirsty Moseley,,Always You by Kirsty Moseley
1480096954,Nobody's perfect,Kallypso Masters,"Savannah escaped from her abusive father, but when he threatens her peace of mind she runs to the only man she believes can protect her.

Savannah/Savi escaped years of abuse at the hands of her father and finally made a safe life for herself and her daughter. But when her father once again threatens her peace of mind-- and her daughter's safety-- Savi runs to Damián Orlando for protection. Eight years earlier she shared one perfect day with Damián that changed both their young lives and resulted in a secret she no longer can hide. But being with Damián reawakens repressed memories and feelings she wants to keep buried. Damián, a wounded warrior, has had his own dragons to fight in life, but will lay down his life to protect her and her daughter.","Nobody's perfect by Kallypso Masters. Savannah escaped from her abusive father, but when he threatens her peace of mind she runs to the only man she believes can protect her.

Savannah/Savi escaped years of abuse at the hands of her father and finally made a safe life for herself and her daughter. But when her father once again threatens her peace of mind-- and her daughter's safety-- Savi runs to Damián Orlando for protection. Eight years earlier she shared one perfect day with Damián that changed both their young lives and resulted in a secret she no longer can hide. But being with Damián reawakens repressed memories and feelings she wants to keep buried. Damián, a wounded warrior, has had his own dragons to fight in life, but will lay down his life to protect her and her daughter."
1480114065,In the Band,Jean Haus,,In the Band by Jean Haus
1480114480,Proposition,Katie Ashley,,Proposition by Katie Ashley
1480125717,Bound Together,Marie Coulson,,Bound Together by Marie Coulson
1480132705,Where I Need to Be: (Club 24 #1) (Volume 1),Kimberly Knight,,Where I Need to Be: (Club 24 #1) (Volume 1) by Kimberly Knight
1480138320,Broken (This),J.B. McGee,,Broken (This) by J.B. McGee
1480141283,Fall from Grace,Christine Zolendz,,Fall from Grace by Christine Zolendz
1480170623,Saving Grace,Christine Zolendz,,Saving Grace by Christine Zolendz
1480186120,Troubles and Treats,Tara Sivec,,Troubles and Treats by Tara Sivec
1480213985,Charade,Nyrae Dawn,,Charade by Nyrae Dawn
1480225649,Fallen Crest High,Tijan,,Fallen Crest High by Tijan
1480226300,Chasing Beautiful,Pamela Ann,,Chasing Beautiful by Pamela Ann
148023365X,Letting Go,Jennifer Foor,,Letting Go by Jennifer Foor
1480264024,Raging Love,Jennifer Foor,,Raging Love by Jennifer Foor
1480276855,Come Away with Me,Kristen Proby,,Come Away with Me by Kristen Proby
1480278807,"Lexi, Baby",Lynda LeeAnne,,"Lexi, Baby by Lynda LeeAnne"
1480297275,Every Which Way,Calia Read,,Every Which Way by Calia Read
1480529699,,,,1480529699
1480536466,,,,1480536466
1480568503,,,,1480568503
1481004379,Accidentally on Purpose,L. D. Davis,,Accidentally on Purpose by L. D. Davis
1481025988,Miss Me Not,Tiffany King,,Miss Me Not by Tiffany King
1481042440,Hard to Love,Kendall Ryan,,Hard to Love by Kendall Ryan
1481058134,Undeniable,Madeline Sheehan,,Undeniable by Madeline Sheehan
1481060139,Painted Faces,L. H. Cosway,,Painted Faces by L. H. Cosway
1481060953,Avoiding Responsibility,K.A. Linde,,Avoiding Responsibility by K.A. Linde
1481100920,Deeper We Fall,Chelsea Cameron,,Deeper We Fall by Chelsea Cameron
148111834X,Chasing Imperfection,Pamela Ann,,Chasing Imperfection by Pamela Ann
1481152718,Nobody's Hero,Kallypso Masters,,Nobody's Hero by Kallypso Masters
1481162527,A beautiful struggle,Lilliana Anderson,"Katrina Mahoney lives in Sydney's western suburbs. She has a full life attending university studying for a law degree, training for triathlons and working. She couldn't possibly find time for a relationship especially after her last one ended so terribly. So she focuses on studying, training and working while hanging out with her best friend David Taylor, a womanizer with a heart of gold. That is, until Elliot Roberts, a junior solicitor from work shows an interest in her despite the office's no dating policy.","A beautiful struggle by Lilliana Anderson. Katrina Mahoney lives in Sydney's western suburbs. She has a full life attending university studying for a law degree, training for triathlons and working. She couldn't possibly find time for a relationship especially after her last one ended so terribly. So she focuses on studying, training and working while hanging out with her best friend David Taylor, a womanizer with a heart of gold. That is, until Elliot Roberts, a junior solicitor from work shows an interest in her despite the office's no dating policy."
148117567X,Resisting Her,Kendall Ryan,,Resisting Her by Kendall Ryan
148120811X,,,,148120811X
1481212079,This Beautiful Thing,Amanda Heath,,This Beautiful Thing by Amanda Heath
1481258885,A Beautiful Lie,T. E. Sivec,,A Beautiful Lie by T. E. Sivec
1481268503,Sometimes Never,Cheryl McIntyre,,Sometimes Never by Cheryl McIntyre
1481280767,A Shade Of Vampire,Bella Forrest,,A Shade Of Vampire by Bella Forrest
1481406701,Sometimes It Lasts,Abbi Glines,"Enduring a long-distance relationship with the beautiful but hot-tempered Eva after landing a baseball scholarship, Cage resolves to prove his worth when he learns that Eva has been consoling herself in the arms of another man.","Sometimes It Lasts by Abbi Glines. Enduring a long-distance relationship with the beautiful but hot-tempered Eva after landing a baseball scholarship, Cage resolves to prove his worth when he learns that Eva has been consoling herself in the arms of another man."
1481802119,Scornfully Yours (Torn) (Volume 1),Pamela Ann,,Scornfully Yours (Torn) (Volume 1) by Pamela Ann
1481802224,Lily's Mistake,Pamela Ann,,Lily's Mistake by Pamela Ann
1481841009,Never Have I Ever,August Clearwing,,Never Have I Ever by August Clearwing
1481866842,Beautiful Forever,Lilliana Anderson,,Beautiful Forever by Lilliana Anderson
148188607X,Tear,Rachel Van Dyken,,Tear by Rachel Van Dyken
148188669X,Rocked Under,Cora Hawkes,,Rocked Under by Cora Hawkes
1481896857,Mid Life Love,Whitney G.,,Mid Life Love by Whitney G.
1481901907,Running on Empty,L. B. Simmons,,Running on Empty by L. B. Simmons
1481909282,Escorted,Claire Kent,,Escorted by Claire Kent
1481931628,Bent,H. B. Heinzer,,Bent by H. B. Heinzer
1481936603,There Is No Light in Darkness,Claire Contreras,,There Is No Light in Darkness by Claire Contreras
1481948997,Dirty Red,Tarryn Fisher,,Dirty Red by Tarryn Fisher
1481953214,Relentless,Cassia Leo,,Relentless by Cassia Leo
1481955306,Ruining Me,Nicole Reed,,Ruining Me by Nicole Reed
1481957597,Never Forget,Emma Hart,,Never Forget by Emma Hart
1481960741,The Proposal,Katie Ashley,,The Proposal by Katie Ashley
1481962116,Ruining You,Nicole Reed,,Ruining You by Nicole Reed
1481968890,Mending,J. B. McGee,,Mending by J. B. McGee
1481976303,Wanting More,Jennifer Foor,,Wanting More by Jennifer Foor
1481984071,Phoenix Rockstar,Bec Botefuhr,,Phoenix Rockstar by Bec Botefuhr
1481987712,LUKE,Cassia Leo,,LUKE by Cassia Leo
1481988867,Emancipating Andie,Priscilla Glenn,,Emancipating Andie by Priscilla Glenn
1481999842,Scandalous,H. M. Ward,,Scandalous by H. M. Ward
1482012294,Remember When,T. Torrest,,Remember When by T. Torrest
1482015560,Deceived - Part 1 New York,Eve Carter,,Deceived - Part 1 New York by Eve Carter
1482016931,Dark Light,S. L. Jennings,,Dark Light by S. L. Jennings
1482063557,Broken at love,Lyla Payne,,Broken at love by Lyla Payne
1482084007,Close Up and Personal,JS Taylor,,Close Up and Personal by JS Taylor
148230810X,Beg,C. D. Reiss,,Beg by C. D. Reiss
148231312X,Going under,S. Walden,"Brooke Wright has only two goals her senior year at Charity Run High School: stay out of trouble and learn to forgive herself for the past. Forgiveness proves elusive, and trouble finds her anyway when she discovers a secret club at school connected to the death of her best friend. She learns that swim team members participate in a ""Fantasy Slut League,"" scoring points for their sexual acts with unsuspecting girls. Brooke, wracked with guilt over her friend's death, decides to infiltrate the league by becoming one of the ""unsuspecting girls,"" and exact revenge on the boys who stole away her best friend. An unexpected romance complicates her plans, and her dogged pursuit of justice turns her reckless as she underestimates just how far the boys will go to keep their sex club a secret. (This book contains graphic sex and language and a description of sexual violence. Please take the content warning seriously.).","Going under by S. Walden. Brooke Wright has only two goals her senior year at Charity Run High School: stay out of trouble and learn to forgive herself for the past. Forgiveness proves elusive, and trouble finds her anyway when she discovers a secret club at school connected to the death of her best friend. She learns that swim team members participate in a ""Fantasy Slut League,"" scoring points for their sexual acts with unsuspecting girls. Brooke, wracked with guilt over her friend's death, decides to infiltrate the league by becoming one of the ""unsuspecting girls,"" and exact revenge on the boys who stole away her best friend. An unexpected romance complicates her plans, and her dogged pursuit of justice turns her reckless as she underestimates just how far the boys will go to keep their sex club a secret. (This book contains graphic sex and language and a description of sexual violence. Please take the content warning seriously.)."
